"Strain","Query_gene_name","Query_gene_annotation","New_BGC_name","Gene","Identity_Score","Query_Coverage","gene_type","Main_Product","Biosynthetic_Class"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaB",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaC",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaD",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaE",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaF",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","CAP64340.1",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","CAP64341.1",NA,NA,"additional","microcyclamide","Cyanobactin"
"LE19-195",NA,NA,"Microcyclamide-Microcystis PCC 7806","mcaG",NA,NA,"core","microcyclamide","Cyanobactin"
"LE19-195","BHKFFO_08160","serine endopeptidase inhibitor","Microviridin B-Microcystis","mdnA",98.69,100,"core","microviridin B","Microviridin"
"LE19-195","BHKFFO_08155","MvdC family ATP-grasp ribosomal peptide maturase","Microviridin B-Microcystis","mdnB",97.63,98.98,"other","microviridin B","Microviridin"
"LE19-195","BHKFFO_08150","MvdD family ATP-grasp ribosomal peptide maturase","Microviridin B-Microcystis","mdnC",97.44,100,"other","microviridin B","Microviridin"
"LE19-195","BHKFFO_08145","N-acetyltransferase","Microviridin B-Microcystis","mdnD",99.06,100,"additional","microviridin B","Microviridin"
"LE19-195","BHKFFO_08140","ABC transporter","Microviridin B-Microcystis","mdnE",97.82,100,"transport","microviridin B","Microviridin"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","dnaN",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyJ",NA,NA,"additional","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyI",NA,NA,"additional","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyH",NA,NA,"transport","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyG",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyF",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyE",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyD",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyA",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyB",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","mcyC",NA,NA,"core","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","uma1",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","uma2",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","uma3",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195","BHKFFO_09540","ISL3 family transposase","Microcystin LR-Microcystis","uma4",96.94,100,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","uma5",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Microcystin LR-Microcystis","uma6",NA,NA,"other","microcystin LR","NRP, Modular type I polyketide"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","pirE2",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","pirE3",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","pirF",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","AFK79990.1",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","AFK79991.1",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","AFK79992.1",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","pirA",NA,NA,"core","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195","BHKFFO_01825","cyanobactin biosynthesis system PatB/AcyB/McaB family protein","Piricyclamide-Microcystis","pirB",97.14,81.4,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","pirC",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Piricyclamide-Microcystis","pirE4",NA,NA,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195","BHKFFO_01815","Putative restriction endonuclease","Piricyclamide-Microcystis","AFK79997.1",93.68,99.87,"other","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195","BHKFFO_01810","peptidase S8","Piricyclamide-Microcystis","pirG",92.67,98.24,"core","piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4","RiPP"
"LE19-195",NA,NA,"Kasumigamide-Microcystis","ORFM1",NA,NA,"other","kasumigamide","NRP, Polyketide"
"LE19-195",NA,NA,"Kasumigamide-Microcystis","makasA",NA,NA,"core","kasumigamide","NRP, Polyketide"
"LE19-195",NA,NA,"Kasumigamide-Microcystis","makasB",NA,NA,"core","kasumigamide","NRP, Polyketide"
"LE19-195",NA,NA,"Kasumigamide-Microcystis","makasC",NA,NA,"core","kasumigamide","NRP, Polyketide"
"LE19-195",NA,NA,"Kasumigamide-Microcystis","makasD",NA,NA,"other","kasumigamide","NRP, Polyketide"
"LE19-195","BHKFFO_05770","Mobile element protein","Kasumigamide-Microcystis","ORFM2",95.15,100,"other","kasumigamide","NRP, Polyketide"
"LE19-195",NA,NA,"Kawaguchipeptin-Microcystis","kgpG",NA,NA,"core","kawaguchipeptin A","RiPP"
"LE19-195",NA,NA,"Kawaguchipeptin-Microcystis","kgpF",NA,NA,"other","kawaguchipeptin A","RiPP"
"LE19-195",NA,NA,"Kawaguchipeptin-Microcystis","kgpE",NA,NA,"other","kawaguchipeptin A","RiPP"
"LE19-195",NA,NA,"Kawaguchipeptin-Microcystis","OA58_19050",NA,NA,"other","kawaguchipeptin A","RiPP"
"LE19-195",NA,NA,"Kawaguchipeptin-Microcystis","kgpC",NA,NA,"other","kawaguchipeptin A","RiPP"
"LE19-195",NA,NA,"Kawaguchipeptin-Microcystis","kgpB",NA,NA,"other","kawaguchipeptin A","RiPP"
"LE19-195",NA,NA,"Microviridin 1777-Microcystis","EZJ55_03500",NA,NA,"additional","microviridin 1777","RiPP"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09865",NA,NA,"additional","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09870",NA,NA,"additional","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09875",NA,NA,"other","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09880",NA,NA,"core","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09885",NA,NA,"core","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09890",NA,NA,"core","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Microginin-Microcystis","IQ234_09895",NA,NA,"transport","microginin","NRP, Polyketide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF2",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerA",NA,NA,"core","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerB",NA,NA,"core","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF3",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerC",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerD",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerE",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerF",NA,NA,"additional","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerG",NA,NA,"core","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerH",NA,NA,"additional","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","aerI",NA,NA,"additional","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF4",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF5",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF6",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF7",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF8",NA,NA,"additional","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Aeruginoside-Planktothrix","ORF9",NA,NA,"other","aeruginoside 126A, aeruginoside 126B","NRP, Other polyketide, Saccharide"
"LE19-195",NA,NA,"Anabaenopeptin-Planktothrix","apnA",NA,NA,"core","anabaenopeptin 908, anabaenopeptin 915","NRP"
"LE19-195",NA,NA,"Anabaenopeptin-Planktothrix","apnB",NA,NA,"core","anabaenopeptin 908, anabaenopeptin 915","NRP"
"LE19-195",NA,NA,"Anabaenopeptin-Planktothrix","apnC",NA,NA,"core","anabaenopeptin 908, anabaenopeptin 915","NRP"
"LE19-195",NA,NA,"Anabaenopeptin-Planktothrix","apnD",NA,NA,"core","anabaenopeptin 908, anabaenopeptin 915","NRP"
"LE19-195",NA,NA,"Anabaenopeptin-Planktothrix","apnE",NA,NA,"transport","anabaenopeptin 908, anabaenopeptin 915","NRP"
"LE19-195",NA,NA,"Cyanopeptolin-Planktothrix","ociD",NA,NA,"transport","cyanopeptolin","NRP"
"LE19-195",NA,NA,"Cyanopeptolin-Planktothrix","ociA",NA,NA,"core","cyanopeptolin","NRP"
"LE19-195",NA,NA,"Cyanopeptolin-Planktothrix","ociB",NA,NA,"core","cyanopeptolin","NRP"
"LE19-195",NA,NA,"Cyanopeptolin-Planktothrix","ociC",NA,NA,"core","cyanopeptolin","NRP"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagC",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagB",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagA",NA,NA,"core","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99427.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99428.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagF",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99430.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE7",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE6",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE5",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE4",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99435.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99436.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99437.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99438.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE3",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99440.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99441.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99442.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE2",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","AED99444.1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagE1",NA,NA,"other","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Prenylagaramide-Planktothrix","pagG",NA,NA,"core","prenylagaramide B, prenylagaramide C","Lanthipeptide"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","ACC54546.1",NA,NA,"additional","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","mvdA",NA,NA,"transport","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","mvdB",NA,NA,"additional","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","mvdC",NA,NA,"other","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","mvdD",NA,NA,"other","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","mvdE",NA,NA,"core","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","mvdF",NA,NA,"core","microviridin K","RiPP"
"LE19-195",NA,NA,"Microviridin K-Planktothrix","ACC54553.1",NA,NA,"additional","microviridin K","RiPP"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyT",NA,NA,"additional","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyD",NA,NA,"core","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyE",NA,NA,"core","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyG",NA,NA,"core","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyH",NA,NA,"transport","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyA",NA,NA,"core","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyB",NA,NA,"core","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyC",NA,NA,"core","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Microcystin-Planktothrix","mcyJ",NA,NA,"additional","microcystin","NRP, Polyketide"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntJ",NA,NA,"other","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntA",NA,NA,"other","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntB",NA,NA,"other","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntC",NA,NA,"additional","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntD",NA,NA,"other","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntE",NA,NA,"additional","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntF",NA,NA,"other","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntG",NA,NA,"additional","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntH",NA,NA,"other","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntI",NA,NA,"additional","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Guanitoxin-Sphaerospermopsis","gntT",NA,NA,"transport","guanitoxin","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaA",NA,NA,"additional","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaB",NA,NA,"additional","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaC",NA,NA,"additional","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaD",NA,NA,"additional","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaE",NA,NA,"core","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaF",NA,NA,"core","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaG",NA,NA,"core","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Anatoxin-Oscillatoria","anaH",NA,NA,"other","anatoxin-a","Alkaloid"
"LE19-195",NA,NA,"Lyngyatoxin-Lyngbya","AAT12283.1",NA,NA,"core","lyngbyatoxin","NRPS"
"LE19-195",NA,NA,"Lyngyatoxin-Lyngbya","AAT12284.1",NA,NA,"additional","lyngbyatoxin","NRPS"
"LE19-195",NA,NA,"Lyngyatoxin-Lyngbya","AAT12285.1",NA,NA,"core","lyngbyatoxin","NRPS"
"LE19-195",NA,NA,"Lyngyatoxin-Lyngbya","AAT12286.1",NA,NA,"additional","lyngbyatoxin","NRPS"
"LE19-195","BHKFFO_04750","DUF2281 domain-containing protein","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_1",100,99.58,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","allorf_00427_00516",NA,NA,"additional","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_2",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_3",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_4",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_5",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195","BHKFFO_03480","clan AA aspartic protease","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_6",98.36,98.38,"other","lanthipeptide","Lanthipeptide"
"LE19-195","BHKFFO_03475","hypothetical protein","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_7",96.01,100,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","allorf_04114_04197",NA,NA,"additional","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_8",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_9",NA,NA,"core","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_10",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_11",NA,NA,"additional","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_12",NA,NA,"additional","lanthipeptide","Lanthipeptide"
"LE19-195","BHKFFO_13590","recombinase RecQ","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_13",97.31,100,"other","lanthipeptide","Lanthipeptide"
"LE19-195","BHKFFO_08935","DUF3285 domain-containing protein","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_14",97.31,100,"other","lanthipeptide","Lanthipeptide"
"LE19-195","BHKFFO_08940","rRNA maturation RNase YbeY","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_15",98.25,100,"other","lanthipeptide","Lanthipeptide"
"LE19-195","BHKFFO_08945","diacylglycerol kinase","lanthipeptide-Microcystis aeruginosa WLECC","ctg3_16",97.14,100,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"lanthipeptide-Microcystis aeruginosa WLECC","ctg3_17",NA,NA,"other","lanthipeptide","Lanthipeptide"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_1",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_2",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_3",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_4",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_5",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_6",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_7",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_8",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_9",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_10",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_11",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_12",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_13",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_14",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_15",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_16",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_18",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_19",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_20",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_21",NA,NA,"core","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_22",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_23",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_24",NA,NA,"other","RRE-containing","RRE"
"LE19-195",NA,NA,"LAP-Microcystis aeruginosa WLECC","ctg5_25",NA,NA,"other","RRE-containing","RRE"
"LE19-195","BHKFFO_05705","ferredoxin","LAP-Microcystis aeruginosa WLECC","ctg5_26",99.06,100,"other","RRE-containing","RRE"
"LE19-195","BHKFFO_05700","CTP synthase","LAP-Microcystis aeruginosa WLECC","ctg5_27",97.87,100,"other","RRE-containing","RRE"
"LE19-195","BHKFFO_06570","hypothetical protein","LAP-Microcystis aeruginosa WLECC","ctg5_28",97.18,100,"other","RRE-containing","RRE"
"LE19-195","BHKFFO_06575","ABC transporter permease","LAP-Microcystis aeruginosa WLECC","ctg5_29",97.8,100,"transport","RRE-containing","RRE"
"LE19-195","BHKFFO_06580","ABC transporter substrate-binding protein","LAP-Microcystis aeruginosa WLECC","ctg5_30",97.27,100,"other","RRE-containing","RRE"
"LE19-195","BHKFFO_06585","ABC transporter ATP-binding protein","LAP-Microcystis aeruginosa WLECC","ctg5_31",97.83,100,"transport","RRE-containing","RRE"
"LE19-195","BHKFFO_06590","acyl-CoA dehydrogenase","LAP-Microcystis aeruginosa WLECC","ctg5_32",97.67,99.73,"additional","RRE-containing","RRE"
